timestamp,fridge,washing_machine,heater,others,total_power
2024-01-01 00:00:00,150.0,0,600,72.65151992789234,822.6515199278923
2024-01-01 00:01:00,154.1582338163552,0,600,90.46196928148203,844.6202030978372
2024-01-01 00:02:00,158.134732861516,0,600,97.7340630623737,855.8687959238897
2024-01-01 00:03:00,161.75570504584945,0,600,85.98695028418696,847.7426553300364
2024-01-01 00:04:00,164.86289650954788,0,600,96.77513107393666,861.6380275834846
2024-01-01 00:05:00,167.32050807568876,0,600,74.69585931650109,842.0163673921899
2024-01-01 00:06:00,169.02113032590307,0,600,70.60330075560891,839.624431081512
2024-01-01 00:07:00,169.89043790736548,0,600,74.52974797467519,844.4201858820406
2024-01-01 00:08:00,169.89043790736548,0,600,91.22312733649983,861.1135652438653
2024-01-01 00:09:00,169.02113032590307,0,600,101.09574687713516,870.1168772030383
2024-01-01 00:10:00,167.32050807568876,0,600,63.76641621312888,831.0869242888176
2024-01-01 00:11:00,164.86289650954788,0,600,117.51131661918288,882.3742131287308
2024-01-01 00:12:00,161.75570504584945,0,600,56.08011884079788,817.8358238866474
2024-01-01 00:13:00,158.134732861516,0,600,74.63204341036781,832.7667762718838
2024-01-01 00:14:00,154.1582338163552,0,600,77.15254405692734,831.3107778732825
2024-01-01 00:15:00,150.0,0,600,86.9625593046873,836.9625593046873
2024-01-01 00:16:00,145.8417661836448,0,600,57.78139472634528,803.6231609099901
2024-01-01 00:17:00,141.865267138484,0,600,73.41807045011302,815.2833375885971
2024-01-01 00:18:00,138.24429495415055,0,600,96.51772226773242,834.762017221883
2024-01-01 00:19:00,135.13710349045212,0,600,93.52385213193435,828.6609556223864
2024-01-01 00:20:00,132.67949192431124,0,600,98.3977942802986,831.0772862046099
2024-01-01 00:21:00,130.97886967409693,0,600,61.094770785405274,792.0736404595023
2024-01-01 00:22:00,130.10956209263452,0,600,73.29789604655498,803.4074581391895
2024-01-01 00:23:00,130.10956209263452,0,600,82.92985926678034,813.0394213594149
2024-01-01 00:24:00,130.97886967409693,0,600,90.38718228941741,821.3660519635143
2024-01-01 00:25:00,132.67949192431124,0,600,77.04213628089676,809.721628205208
2024-01-01 00:26:00,135.13710349045212,0,600,78.3213508791341,813.4584543695862
2024-01-01 00:27:00,138.24429495415052,0,600,58.42597073739593,796.6702656915464
2024-01-01 00:28:00,141.865267138484,0,600,100.58038218265823,842.4456493211422
2024-01-01 00:29:00,145.8417661836448,0,600,75.76270219978474,821.6044683834295
2024-01-01 00:30:00,150.0,0,600,80.2545802863704,830.2545802863704
2024-01-01 00:31:00,154.1582338163552,0,600,89.71365211254134,843.8718859288965
2024-01-01 00:32:00,158.134732861516,0,600,97.19905112408648,855.3337839856025
2024-01-01 00:33:00,161.75570504584945,0,600,63.19194516198252,824.947650207832
2024-01-01 00:34:00,164.86289650954788,0,600,85.98910505577611,850.852001565324
2024-01-01 00:35:00,167.32050807568876,0,600,97.54948864493326,864.869996720622
2024-01-01 00:36:00,169.02113032590307,0,600,56.637971015252184,825.6591013411553
2024-01-01 00:37:00,169.89043790736548,0,600,75.66482128665872,845.5552591940242
2024-01-01 00:38:00,169.89043790736548,0,600,71.78726113632464,841.6776990436902
2024-01-01 00:39:00,169.02113032590307,0,600,95.67077761265266,864.6919079385557
2024-01-01 00:40:00,167.32050807568876,0,600,68.09745515039732,835.417963226086
2024-01-01 00:41:00,164.86289650954788,0,600,79.89612241168805,844.759018921236
2024-01-01 00:42:00,161.75570504584945,0,600,111.70142454115123,873.4571295870007
2024-01-01 00:43:00,158.134732861516,0,600,90.42687821900842,848.5616110805245
2024-01-01 00:44:00,154.1582338163552,0,600,55.033648128260815,809.191881944616
2024-01-01 00:45:00,150.0,0,600,85.30616615530997,835.3061661553099
2024-01-01 00:46:00,145.8417661836448,0,600,63.80729443783774,809.6490606214826
2024-01-01 00:47:00,141.865267138484,0,600,72.04270989744471,813.9079770359288
2024-01-01 00:48:00,138.24429495415055,0,600,109.91113622395704,848.1554311781076
2024-01-01 00:49:00,135.13710349045212,0,600,77.03804329814662,812.1751467885987
2024-01-01 00:50:00,132.67949192431124,0,600,69.18754058813585,801.8670325124472
2024-01-01 00:51:00,130.97886967409693,0,600,72.00317058018814,802.982040254285
2024-01-01 00:52:00,130.10956209263452,0,600,58.79641014566866,788.9059722383032
2024-01-01 00:53:00,130.10956209263452,0,600,96.27340182016141,826.382963912796
2024-01-01 00:54:00,130.97886967409693,0,600,94.43730875640244,825.4161784304994
2024-01-01 00:55:00,132.67949192431124,0,600,95.3011080472858,827.980599971597
2024-01-01 00:56:00,135.13710349045212,0,600,93.4404346137735,828.5775381042256
2024-01-01 00:57:00,138.24429495415052,0,600,105.27831497256372,843.5226099267143
2024-01-01 00:58:00,141.865267138484,0,600,42.3206131157327,784.1858802542167
2024-01-01 00:59:00,145.8417661836448,0,600,66.27089424610725,812.112660429752
2024-01-01 01:00:00,150.0,0,600,36.71603064068034,786.7160306406803
2024-01-01 01:01:00,154.1582338163552,0,600,67.58266874476723,821.7409025611224
2024-01-01 01:02:00,158.134732861516,0,600,93.12202994351395,851.2567628050299
2024-01-01 01:03:00,161.75570504584945,0,600,100.42374189522661,862.1794469410761
2024-01-01 01:04:00,164.86289650954788,0,600,47.91563429944423,812.7785308089922
2024-01-01 01:05:00,167.32050807568876,0,600,67.6801433169505,835.0006513926393
2024-01-01 01:06:00,169.02113032590307,0,600,96.37401102160607,865.3951413475091
2024-01-01 01:07:00,169.89043790736548,0,600,124.85650445588277,894.7469423632483
2024-01-01 01:08:00,169.89043790736548,0,600,68.99145437146784,838.8818922788333
2024-01-01 01:09:00,169.02113032590307,0,600,113.87759718151403,882.8987275074171
2024-01-01 01:10:00,167.32050807568876,0,600,54.162473805246435,821.4829818809352
2024-01-01 01:11:00,164.86289650954788,0,600,55.660196064722214,820.5230925742701
2024-01-01 01:12:00,161.75570504584945,0,600,67.82492640437809,829.5806314502275
2024-01-01 01:13:00,158.134732861516,0,600,81.33874121646679,839.4734740779828
2024-01-01 01:14:00,154.1582338163552,0,600,61.46872413596036,815.6269579523155
2024-01-01 01:15:00,150.0,0,600,70.63322854362073,820.6332285436207
2024-01-01 01:16:00,145.8417661836448,0,600,57.1334300329808,802.9751962166256
2024-01-01 01:17:00,141.865267138484,0,600,51.24546998826687,793.1107371267509
2024-01-01 01:18:00,138.24429495415055,0,600,78.83610161050198,817.0803965646525
2024-01-01 01:19:00,135.13710349045212,0,600,70.90055592804063,806.0376594184927
2024-01-01 01:20:00,132.67949192431124,0,600,99.79800937865524,832.4775013029665
2024-01-01 01:21:00,130.97886967409693,0,600,81.24617811932234,812.2250477934192
2024-01-01 01:22:00,130.10956209263452,0,600,113.91229799711472,844.0218600897492
2024-01-01 01:23:00,130.10956209263452,0,600,59.339256532112486,789.448818624747
2024-01-01 01:24:00,130.97886967409693,0,600,114.07197115463433,845.0508408287312
2024-01-01 01:25:00,132.67949192431124,0,600,104.84828615241838,837.5277780767296
2024-01-01 01:26:00,135.13710349045212,0,600,96.87969071720732,832.0167942076594
2024-01-01 01:27:00,138.24429495415052,0,600,90.09402572886003,828.3383206830106
2024-01-01 01:28:00,141.865267138484,0,600,74.96978648184803,816.835053620332
2024-01-01 01:29:00,145.8417661836448,0,600,65.49573603083019,811.3375022144751
2024-01-01 01:30:00,150.0,0,600,51.49507657563645,801.4950765756364
2024-01-01 01:31:00,154.1582338163552,0,600,83.01112515221328,837.1693589685684
2024-01-01 01:32:00,158.134732861516,0,600,64.30310675061439,822.4378396121303
2024-01-01 01:33:00,161.75570504584945,0,600,57.24450469934855,819.000209745198
2024-01-01 01:34:00,164.86289650954788,0,600,105.04682953551017,869.909726045058
2024-01-01 01:35:00,167.32050807568876,0,600,66.49259842485432,833.8131065005431
2024-01-01 01:36:00,169.02113032590307,0,600,80.02274668951404,849.0438770154171
2024-01-01 01:37:00,169.89043790736548,0,600,86.17212831187337,856.0625662192389
2024-01-01 01:38:00,169.89043790736548,0,600,99.07376160309227,868.9641995104578
2024-01-01 01:39:00,169.02113032590307,0,600,88.44193442340818,857.4630647493112
2024-01-01 01:40:00,167.32050807568876,0,600,110.56976597057525,877.890274046264
2024-01-01 01:41:00,164.86289650954788,0,600,68.26563199202636,833.1285285015742
2024-01-01 01:42:00,161.75570504584945,0,600,90.3657466087001,852.1214516545496
2024-01-01 01:43:00,158.134732861516,0,600,63.49371435557764,821.6284472170936
2024-01-01 01:44:00,154.1582338163552,0,600,30.0,784.1582338163552
2024-01-01 01:45:00,150.0,0,600,85.44451795016727,835.4445179501672
2024-01-01 01:46:00,145.8417661836448,0,600,94.04099962476373,839.8827658084085
2024-01-01 01:47:00,141.865267138484,0,600,70.3128920612429,812.1781591997269
2024-01-01 01:48:00,138.24429495415055,0,600,85.77502005768504,824.0193150118356
2024-01-01 01:49:00,135.13710349045212,0,600,62.817169005228976,797.954272495681
2024-01-01 01:50:00,132.67949192431124,0,600,73.13228571959971,805.811777643911
2024-01-01 01:51:00,130.97886967409693,0,600,104.13238327663748,835.1112529507344
2024-01-01 01:52:00,130.10956209263452,0,600,61.17072281970175,791.2802849123362
2024-01-01 01:53:00,130.10956209263452,0,600,66.66295653501118,796.7725186276457
2024-01-01 01:54:00,130.97886967409693,0,600,75.89930493240891,806.8781746065058
2024-01-01 01:55:00,132.67949192431124,0,600,89.26958769591363,821.9490796202249
2024-01-01 01:56:00,135.13710349045212,0,600,127.53027972847875,862.6673832189308
2024-01-01 01:57:00,138.24429495415052,0,600,88.30256070652631,826.5468556606768
2024-01-01 01:58:00,141.865267138484,0,600,105.44491080543213,847.3101779439162
2024-01-01 01:59:00,145.8417661836448,0,600,91.73533564574495,837.5771018293898
2024-01-01 02:00:00,150.0,0,600,101.66227082433983,851.6622708243399
2024-01-01 02:01:00,154.1582338163552,0,600,95.93817021079632,850.0964040271515
2024-01-01 02:02:00,158.134732861516,0,600,56.12630280940917,814.2610356709251
2024-01-01 02:03:00,161.75570504584945,0,600,91.66216283635217,853.4178678822017
2024-01-01 02:04:00,164.86289650954788,0,600,90.2452925793588,855.1081890889067
2024-01-01 02:05:00,167.32050807568876,0,600,94.44330318999485,861.7638112656836
2024-01-01 02:06:00,169.02113032590307,0,600,60.231401566124745,829.2525318920278
2024-01-01 02:07:00,169.89043790736548,0,600,106.0916983580219,875.9821362653873
2024-01-01 02:08:00,169.89043790736548,0,600,72.15056455530721,842.0410024626727
2024-01-01 02:09:00,169.02113032590307,0,600,104.20634829366847,873.2274786195716
2024-01-01 02:10:00,167.32050807568876,0,600,84.63988541464633,851.960393490335
2024-01-01 02:11:00,164.86289650954788,0,600,102.28051455613482,867.1434110656827
2024-01-01 02:12:00,161.75570504584945,0,600,41.455068843528316,803.2107738893778
2024-01-01 02:13:00,158.134732861516,0,600,69.83288742041243,827.9676202819285
2024-01-01 02:14:00,154.1582338163552,0,600,73.61973003179769,827.7779638481528
2024-01-01 02:15:00,150.0,0,600,64.21929318656365,814.2192931865636
2024-01-01 02:16:00,145.8417661836448,0,600,61.570839381649904,807.4126055652947
2024-01-01 02:17:00,141.865267138484,0,600,77.65508821478964,819.5203553532737
2024-01-01 02:18:00,138.24429495415055,0,600,101.54941676248305,839.7937117166335
2024-01-01 02:19:00,135.13710349045212,0,600,64.68798994121411,799.8250934316662
2024-01-01 02:20:00,132.67949192431124,0,600,111.85012702454978,844.5296189488611
2024-01-01 02:21:00,130.97886967409693,0,600,96.89602850039326,827.8748981744902
2024-01-01 02:22:00,130.10956209263452,0,600,108.6104183188939,838.7199804115285
2024-01-01 02:23:00,130.10956209263452,0,600,79.94385406244811,810.0534161550827
2024-01-01 02:24:00,130.97886967409693,0,600,92.11931847445055,823.0981881485475
2024-01-01 02:25:00,132.67949192431124,0,600,54.30037753898749,786.9798694632988
2024-01-01 02:26:00,135.13710349045212,0,600,79.39648216305264,814.5335856535047
2024-01-01 02:27:00,138.24429495415052,0,600,59.42124215404334,797.6655371081938
2024-01-01 02:28:00,141.865267138484,0,600,81.96289669988782,823.8281638383718
2024-01-01 02:29:00,145.8417661836448,0,600,82.85629914436481,828.6980653280096
2024-01-01 02:30:00,150.0,0,600,63.74165143108948,813.7416514310895
2024-01-01 02:31:00,154.1582338163552,0,600,54.885383004287604,809.0436168206428
2024-01-01 02:32:00,158.134732861516,0,600,39.34004894184049,797.4747818033564
2024-01-01 02:33:00,161.75570504584945,0,600,56.763126892830144,818.5188319386796
2024-01-01 02:34:00,164.86289650954788,0,600,116.56533293903075,881.4282294485787
2024-01-01 02:35:00,167.32050807568876,0,600,119.65772931089298,886.9782373865817
2024-01-01 02:36:00,169.02113032590307,0,600,82.46867829575208,851.4898086216551
2024-01-01 02:37:00,169.89043790736548,0,600,103.90730648127719,873.7977443886426
2024-01-01 02:38:00,169.89043790736548,0,600,74.07342959508843,843.9638675024539
2024-01-01 02:39:00,169.02113032590307,0,600,64.76150462138543,833.7826349472884
2024-01-01 02:40:00,167.32050807568876,0,600,54.67673392954801,821.9972420052368
2024-01-01 02:41:00,164.86289650954788,0,600,65.3444083097919,830.2073048193398
2024-01-01 02:42:00,161.75570504584945,0,600,97.62103975584074,859.3767448016902
2024-01-01 02:43:00,158.134732861516,0,600,63.67526223366991,821.809995095186
2024-01-01 02:44:00,154.1582338163552,0,600,72.45612544269896,826.6143592590541
2024-01-01 02:45:00,150.0,0,600,70.40582324282417,820.4058232428242
2024-01-01 02:46:00,145.8417661836448,0,600,78.36369518237092,824.2054613660157
2024-01-01 02:47:00,141.865267138484,0,600,79.78283946054161,821.6481065990256
2024-01-01 02:48:00,138.24429495415055,0,600,64.25795064047695,802.5022455946274
2024-01-01 02:49:00,135.13710349045212,0,600,84.17363553266921,819.3107390231213
2024-01-01 02:50:00,132.67949192431124,0,600,51.25583462962922,783.9353265539405
2024-01-01 02:51:00,130.97886967409693,0,600,76.81926356468685,807.7981332387837
2024-01-01 02:52:00,130.10956209263452,0,600,74.94179768723622,805.0513597798707
2024-01-01 02:53:00,130.10956209263452,0,600,75.56834894390201,805.6779110365366
2024-01-01 02:54:00,130.97886967409693,0,600,80.87199752403404,811.850867198131
2024-01-01 02:55:00,132.67949192431124,0,600,48.50664039980768,781.186132324119
2024-01-01 02:56:00,135.13710349045212,0,600,96.56864701984489,831.705750510297
2024-01-01 02:57:00,138.24429495415052,0,600,49.06443694315743,787.308731897308
2024-01-01 02:58:00,141.865267138484,0,600,98.85625304999613,840.7215201884801
2024-01-01 02:59:00,145.8417661836448,0,600,88.67189601729719,834.513662200942
2024-01-01 03:00:00,150.0,0,600,129.53242996300904,879.532429963009
2024-01-01 03:01:00,154.1582338163552,0,600,95.2072152630077,849.3654490793629
2024-01-01 03:02:00,158.134732861516,0,600,53.658001953962696,811.7927348154788
2024-01-01 03:03:00,161.75570504584945,0,600,71.35931785057298,833.1150228964225
2024-01-01 03:04:00,164.86289650954788,0,600,86.36092272442636,851.2238192339743
2024-01-01 03:05:00,167.32050807568876,0,600,63.9744054298352,831.2949135055239
2024-01-01 03:06:00,169.02113032590307,0,600,92.37135704688843,861.3924873727915
2024-01-01 03:07:00,169.89043790736548,0,600,68.78346007639783,838.6738979837633
2024-01-01 03:08:00,169.89043790736548,0,600,107.40904614743724,877.2994840548027
2024-01-01 03:09:00,169.02113032590307,0,600,108.07371582420348,877.0948461501066
2024-01-01 03:10:00,167.32050807568876,0,600,30.0,797.3205080756887
2024-01-01 03:11:00,164.86289650954788,0,600,94.92659162624639,859.7894881357943
2024-01-01 03:12:00,161.75570504584945,0,600,30.0,791.7557050458495
2024-01-01 03:13:00,158.134732861516,0,600,109.99793609767124,868.1326689591872
2024-01-01 03:14:00,154.1582338163552,0,600,97.21165430463668,851.3698881209918
2024-01-01 03:15:00,150.0,0,600,56.670762602895394,806.6707626028954
2024-01-01 03:16:00,145.8417661836448,0,600,93.66764935663564,839.5094155402804
2024-01-01 03:17:00,141.865267138484,0,600,71.70245759416073,813.5677247326447
2024-01-01 03:18:00,138.24429495415055,0,600,66.85759456774464,805.1018895218951
2024-01-01 03:19:00,135.13710349045212,0,600,36.606204264411915,771.743307754864
2024-01-01 03:20:00,132.67949192431124,0,600,74.63744402194419,807.3169359462554
2024-01-01 03:21:00,130.97886967409693,0,600,71.92053840074428,802.8994080748412
2024-01-01 03:22:00,130.10956209263452,0,600,84.2619915135935,814.371553606228
2024-01-01 03:23:00,130.10956209263452,0,600,82.98662705104475,813.0961891436792
2024-01-01 03:24:00,130.97886967409693,0,600,60.1869912964861,791.165860970583
2024-01-01 03:25:00,132.67949192431124,0,600,92.12016493842873,824.79965686274
2024-01-01 03:26:00,135.13710349045212,0,600,90.85891398431862,825.9960174747707
2024-01-01 03:27:00,138.24429495415052,0,600,101.55445693659732,839.7987518907478
2024-01-01 03:28:00,141.865267138484,0,600,69.50842589558391,811.3736930340679
2024-01-01 03:29:00,145.8417661836448,0,600,74.45096764571127,820.2927338293562
2024-01-01 03:30:00,150.0,0,600,96.46847045579682,846.4684704557968
2024-01-01 03:31:00,154.1582338163552,0,600,104.32572508114114,858.4839588974963
2024-01-01 03:32:00,158.134732861516,0,600,53.69861927202329,811.8333521335393
2024-01-01 03:33:00,161.75570504584945,0,600,83.80968172670278,845.5653867725523
2024-01-01 03:34:00,164.86289650954788,0,600,48.60009629033928,813.4629927998872
2024-01-01 03:35:00,167.32050807568876,0,600,89.77461336331655,857.0951214390053
2024-01-01 03:36:00,169.02113032590307,0,600,119.2147577822289,888.235888108132
2024-01-01 03:37:00,169.89043790736548,0,600,71.32555380679167,841.2159917141571
2024-01-01 03:38:00,169.89043790736548,0,600,73.48352782484727,843.3739657322128
2024-01-01 03:39:00,169.02113032590307,0,600,104.78389978731647,873.8050301132196
2024-01-01 03:40:00,167.32050807568876,0,600,99.99022747882088,867.3107355545096
2024-01-01 03:41:00,164.86289650954788,0,600,84.42276646399061,849.2856629735385
2024-01-01 03:42:00,161.75570504584945,0,600,57.121288126269576,818.876993172119
2024-01-01 03:43:00,158.134732861516,0,600,62.631930066223205,820.7666629277392
